x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,y
430000,0,26,1,430000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,3,3,3,4,4,3,3,3,2,5,5,0,2,3,165,120,163,2,1,1,0,0,0,3,3,1,1,1,4,4,3,4,4,4,1,0,-999,0,0,-999,1,1,0,-1,0,0,1,9,0
510000,0,58,1,510000,0,0,0,1,99998,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,1,2,1,3,4,3,2,3,4,1,2,158,110,156,4,4,4,1,0,60,1,1,1,0,1,4,4,4,4,4,4,2,1,5,1,0,2,1,1,-2,-1,-2,1,1,8,1
610000,0,43,1,610000,0,0,0,1,99998,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,1,2,2,2,3,3,2,1,0,4,7,3,170,135,162,3,1,3,0,0,0,2,2,1,1,1,4,4,3,3,4,4,1,1,7,0,0,2,2,2,0,1,0,0,0,6,0
360000,1,44,1,360000,0,0,0,1,99998,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,1,3,6,1,5,2,1,1,0,1,3,163,88,150,4,5,1,1,1,60,2,2,1,0,1,3,3,2,2,3,2,1,1,-999,0,0,1,1,1,1,-1,0,1,0,2,1
330000,1,26,0,340000,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,99998,1,3,5,3,4,3,1,5,3,3,160,135,145,3,1,3,0,0,0,3,3,0,0,1,4,4,4,4,4,4,1,1,8,0,1,2,1,1,-1,-1,0,1,-2,10,0
630000,1,36,1,630000,0,0,0,1,2,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,3,4,1,3,3,3,1,3,2,5,3,182,170,174,4,3,1,1,0,0,2,3,1,0,1,4,4,4,3,4,4,1,1,5,0,1,3,1,1,0,2,0,1,-1,1,1
430000,1,54,1,430000,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,4,4,2,1,1,1,1,1,1,1,1,1,-999,4,3,2,2,1,6,4,1,3,4,5,5,3,5,2,171,154,175,3,1,1,0,0,0,2,3,0,1,1,4,4,3,3,3,3,1,1,6,1,0,2,1,1,0,-1,0,1,1,2,0
340000,0,18,1,340000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,2,1,3,5,3,2,3,3,5,3,4,4,3,180,120,178,3,1,1,0,0,0,3,4,0,0,1,4,4,3,3,3,3,1,1,7,0,0,1,2,1,-1,0,-1,1,-1,1,0
510000,0,68,1,510000,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,1,1,5,5,3,5,4,3,3,5,2,3,146,91,146,3,1,2,1,0,0,2,2,1,1,1,4,4,4,4,4,4,2,1,5,1,0,-999,1,1,-1,-999,0,1,1,8,1
610000,0,15,1,610000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,3,3,1,3,4,4,2,3,3,2,1,5,3,3,150,99999,140,2,1,1,0,0,.5,4,3,0,0,1,4,4,4,4,4,4,2,0,9,0,0,2,3,1,-999,0,0,1,-1,2,1
370000,0,58,1,370000,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,2,2,2,1,4,4,2,4,4,5,5,5,5,3,172,140,172,1,1,1,0,0,0,2,2,1,1,1,4,4,3,3,3,3,1,1,6,0,0,3,1,1,-999,-999,0,1,1,8,1
440000,0,15,1,440000,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,2,1,99998,4,4,3,3,3,3,4,6,3,2,166,102,163,2,3,3,0,0,2,3,3,0,1,1,4,4,4,4,4,4,1,0,6,1,0,-999,2,3,-999,-999,0,0,-1,8,0
140000,0,60,0,140000,0,0,0,1,99998,1,99998,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,3,1,1,1,3,1,1,3,4,3,3,2,2,4,160,106,160,3,4,1,0,0,0,3,2,0,0,1,4,4,3,3,3,3,2,0,4,1,0,1,1,1,-999,-1,0,1,1,8,1
510000,0,49,0,510000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,2,2,2,1,4,4,3,4,4,10,0,4,4,3,150,108,150,2,2,2,0,0,0,2,2,0,0,1,4,4,4,4,4,4,2,1,-999,0,0,1,1,1,0,-999,0,1,1,8,1
370000,1,24,1,370000,0,0,1,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,-999,2,3,4,4,1,1,1,2,1,1,3,3,2,1,-999,5,3,4,3,3,6,5,1,4,3,6,5,7,5,3,186,170,185,1,1,1,0,0,0,2,2,1,1,1,4,4,4,4,4,4,1,1,7,1,0,4,3,3,1,2,2,1,-1,2,1
510000,0,28,0,510000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,2,2,2,5,5,1,5,4,7,5,9,4,2,163,155,153,1,1,1,0,1,0,4,1,0,0,1,4,4,3,4,4,4,2,1,7,0,0,2,1,2,1,-1,-1,1,1,8,1
370000,0,25,0,370000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,3,5,3,4,4,4,0,0,0,0,2,155,124,145,2,1,1,0,0,0,2,2,0,0,1,4,4,4,4,4,4,1,1,7,1,0,2,1,1,-999,-1,0,1,-1,1,1
610000,0,47,1,610000,0,0,0,1,99998,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,3,1,3,5,3,4,4,2,3,1,4,1,3,158,120,155,2,1,3,0,0,0,3,3,1,0,1,4,4,4,4,4,4,2,0,4,1,0,2,1,1,2,-999,0,1,1,1,0
330000,1,35,1,520000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,4,4,-999,-999,-999,4,-999,-999,-999,-999,1,-999,3,2,2,2,3,6,2,3,4,2,5,6,5,1,3,165,112,160,1,1,3,0,0,0,2,2,1,0,1,4,4,4,4,4,4,1,0,7,0,0,-999,1,1,-1,0,0,1,0,8,0
320000,0,19,1,320000,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,3,2,1,3,5,5,1,3,5,5,4,10,5,2,175,99999,167,3,1,2,0,0,0,1,1,0,0,1,1,3,3,3,3,3,1,0,7,0,0,2,1,1,-999,-999,1,0,1,2,0
340000,0,24,0,340000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,3,6,5,1,5,4,5,3,6,2,3,167,126,165,1,1,1,0,1,0,3,2,0,0,1,4,4,4,4,4,4,2,1,7,0,0,1,1,1,-1,-1,-2,1,0,8,0
210000,0,49,1,210000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,3,3,4,4,3,-999,-999,1,1,3,3,4,0,-999,5,2,2,3,2,6,6,1,4,4,5,0,5,6,3,170,150,165,2,1,1,0,0,0,2,2,1,0,1,4,4,3,3,4,3,1,1,7,0,0,2,1,1,0,0,0,1,1,8,1
440000,0,27,1,450000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2011,4,3,1,3,1,6,5,3,3,4,5,0,8,0,3,175,140,175,3,3,4,1,1,20,2,2,0,1,1,4,3,3,2,3,3,1,1,7,1,1,2,3,2,1,2,0,1,-1,2,0
440000,1,27,1,430000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,1,99998,3,4,3,2,3,2,5,3,3,1,166,110,165,1,1,2,0,1,60,2,3,1,0,4,1,4,4,4,4,3,1,1,8,0,0,3,1,1,-1,1,-1,1,-1,1,0
230000,0,28,1,230000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,5,3,1,3,3,1,4,3,5,0,0,0,3,165,120,155,3,3,1,0,0,0,3,3,1,0,1,4,4,4,4,4,4,1,1,-999,1,0,2,2,1,1,-1,0,1,2,5,0
430000,0,63,0,430000,0,0,0,1,99998,1,99998,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,3,3,1,3,4,2,3,3,5,1,3,145,110,140,4,3,1,0,0,0,2,2,0,0,1,4,4,4,4,4,4,1,1,3,0,0,-999,-999,1,0,-999,0,1,0,8,1
640000,1,39,1,640000,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,2,1,1,4,4,1,1,-999,2,2,1,2,-999,3,0,-999,4,4,4,4,99998,6,6,1,5,4,7,5,7,4,4,175,116,160,1,1,1,0,0,0,1,1,0,1,1,4,4,4,4,4,4,1,1,7,0,0,4,1,1,1,0,1,1,0,2,1
650000,1,50,0,650000,0,0,0,2,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,4,5,3,1,3,3,4,3,0,2,2,162,150,155,4,4,1,1,1,-999,3,3,0,0,1,4,4,3,3,4,3,1,1,10,1,1,1,3,3,-999,-999,-1,1,-1,10,0
370000,1,47,0,370000,0,0,0,99998,1,99998,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,3,2,3,3,4,5,1,4,4,0,2,0,0,4,160,110,160,3,1,1,0,0,0,2,2,0,0,1,4,4,3,3,3,3,2,0,3,1,0,2,1,1,0,0,2,1,-2,8,1
370000,0,48,1,370000,0,0,0,99998,1,99998,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,1,3,3,1,4,3,2,2,6,3,3,160,95,158,3,4,2,0,1,270,2,2,1,0,1,4,4,4,4,4,4,2,1,5,0,0,1,1,1,1,-1,0,1,1,8,1
650000,0,43,0,650000,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,4,3,3,1,6,6,1,1,5,7,5,8,5,3,162,140,168,2,1,1,0,0,0,2,1,0,0,2,4,4,3,3,3,3,2,1,7,0,1,2,-999,-999,-999,-1,0,1,1,8,1
510000,0,60,0,510000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,5,1,5,1,4,5,3,1,4,2,1,5,1,3,165,75,160,3,1,4,1,1,0,3,3,1,0,1,2,2,2,1,3,3,2,1,4,1,0,1,1,1,-2,-1,-1,1,0,2,1
310000,1,57,1,310000,1,0,0,1,2,1,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,99999,99999,99999,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,1,2,3,2,4,1,4,4,5,0,3,172,150,176,3,1,1,0,0,0,3,6,1,0,1,4,4,3,4,4,4,1,0,4,1,0,2,1,1,-999,-1,-2,1,-1,8,1
440000,0,44,0,440000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,3,2,5,4,3,3,4,7,7,8,3,3,154,128,157,3,1,1,0,0,0,3,2,0,0,1,4,4,4,3,4,3,2,0,6,0,0,-999,-999,1,0,2,0,1,0,1,1
440000,1,23,1,440000,0,0,0,2,2,2,2,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,3,2,3,1,3,2,3,5,1,3,2,3,3,3,171,120,171,2,2,2,0,0,0,3,2,1,0,1,4,4,4,4,4,4,2,1,9,0,1,2,2,2,-1,1,0,1,1,5,0
530000,0,58,0,530000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,3,2,1,1,5,3,1,3,3,5,4,6,2,3,150,97,148,4,4,2,0,0,60,1,1,0,0,1,4,4,4,4,4,4,2,1,-999,0,0,1,1,1,0,-1,0,1,0,8,1
610000,0,51,1,610000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,3,2,2,1,4,4,4,4,4,4,4,5,3,3,170,106,165,2,1,1,1,0,0,3,3,1,0,1,4,4,3,3,3,3,1,1,8,0,0,2,1,1,0,-999,0,1,1,8,1
210000,0,64,0,210000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,4,3,3,1,4,3,3,3,3,3,3,0,-999,2,2,2,2,1,3,3,1,1,4,3,3,0,2,2,155,105,148,2,1,1,0,0,0,3,2,0,0,1,4,3,3,3,3,3,1,1,6,0,0,2,1,1,2,-1,0,1,1,8,1
130000,0,57,0,130000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,4,4,3,2,4,3,4,5,3,2,3,160,120,150,5,4,1,0,0,0,2,2,0,0,1,4,4,4,3,4,4,1,0,6,0,0,-999,1,1,0,-1,0,1,1,8,1
410000,0,48,0,410000,0,0,0,1,99998,1,99998,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,1,1,2,1,5,1,1,5,2,1,1,1,1,3,158,128,139,4,3,3,1,0,35,1,3,0,0,1,4,4,3,3,3,3,2,1,8,1,0,1,-999,-999,-1,-999,0,1,-1,8,1
150000,1,42,0,150000,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,1,4,2,2,5,5,1,4,4,5,3,5,8,2,159,160,150,1,1,1,0,0,0,3,3,0,0,1,4,4,4,4,4,4,2,0,9,1,0,1,1,1,-999,-999,0,1,-2,2,0
210000,0,43,0,210000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,3,1,4,4,1,1,4,2,2,2,1,3,160,130,155,2,1,1,0,0,0,2,1,0,0,1,4,4,4,4,4,4,1,0,5,0,0,2,1,1,0,-1,0,1,0,2,1
410000,0,34,0,410000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,3,3,2,2,4,3,5,3,6,3,3,156,120,145,1,1,2,0,0,0,3,3,0,0,1,4,3,3,3,3,3,1,1,5,0,1,2,1,1,-999,-999,0,1,1,8,1
650000,1,42,0,650000,0,0,0,1,2,1,2,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,3,3,4,3,3,1,3,1,3,-999,4,4,4,1,-999,2,2,2,2,3,5,5,3,5,3,4,5,4,5,3,165,120,160,2,1,1,0,0,0,2,2,0,0,1,4,4,2,3,3,3,1,1,8,1,0,3,1,1,0,0,0,1,-1,8,0
320000,1,45,0,320000,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,1,5,6,1,5,4,10,5,10,4,4,157,120,158,3,2,1,0,0,0,2,2,0,0,1,1,4,4,3,4,4,1,1,4,0,1,1,2,1,-1,-999,2,1,1,8,1
620000,0,19,0,620000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,5,2,2,5,5,3,4,4,4,2,6,3,3,159,100,156,1,1,1,0,0,0,2,2,0,0,1,4,4,4,4,4,4,1,1,6,1,0,1,2,1,-999,-999,2,1,0,2,1
140000,1,48,0,140000,0,0,1,1,99998,1,99998,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,99999,1,1,0,1,1,0,1,1,0,3,3,3,4,4,2,-999,-999,-999,2,-999,2,-999,-999,1,-999,3,2,2,2,4,4,4,1,5,3,2,3,4,1,3,163,120,150,3,1,1,1,0,0,2,3,0,0,1,4,4,4,4,4,3,1,1,7,1,0,4,1,2,-1,0,0,1,-1,8,1
440000,1,41,0,440000,0,0,0,1,99998,1,99998,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,3,3,4,1,3,3,5,3,5,1,1,158,110,158,3,3,3,1,0,0,3,2,0,0,1,4,4,3,1,3,3,2,1,5,0,0,1,1,1,0,-1,0,0,-1,1,1
420000,1,57,0,420000,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,2,2,1,4,4,1,4,4,7,7,8,4,3,158,125,155,3,1,1,0,0,0,3,2,0,1,1,4,4,3,3,3,3,1,1,5,0,0,1,1,1,0,0,-2,1,0,8,0
310000,1,50,1,310000,0,0,0,2,2,2,2,2,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,3,3,3,4,4,4,4,2,4,2,2,2,2,3,1,-999,2,1,1,1,3,4,4,3,3,3,5,5,5,5,3,178,150,70,3,1,1,0,0,0,2,2,0,0,1,4,4,3,4,3,3,1,1,8,0,0,3,1,1,-1,0,0,1,-1,2,0
620000,0,34,0,620000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,99998,4,4,4,1,5,5,4,7,2,3,158,100,142,3,2,3,0,0,0,3,3,0,0,1,4,4,4,4,4,4,1,1,6,1,1,1,1,1,1,0,1,1,0,2,1
530000,0,50,0,530000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,2,2,3,1,5,4,3,4,2,5,4,6,4,3,162,130,160,3,1,1,1,0,4,2,2,0,0,1,4,4,3,1,3,3,1,1,5,0,0,2,1,1,1,-1,0,1,1,2,1
320000,0,51,0,320000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,5,1,3,4,5,5,1,2,2,2,2,3,2,2,165,128,163,4,4,3,1,0,60,2,2,0,0,1,4,2,2,2,3,3,2,1,3,0,1,1,1,1,-999,-1,0,1,1,10,1
420000,0,29,0,420000,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,1,1,99998,6,5,1,3,3,5,3,7,5,2,154,108,145,2,1,1,0,0,15,3,2,0,0,1,4,4,4,4,4,4,1,1,10,0,0,2,1,1,-1,1,0,0,-1,8,0
440000,0,19,1,440000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,5,2,99998,3,3,3,3,3,5,4,8,4,2,166,108,155,2,2,3,0,0,4,2,2,0,0,1,4,4,4,4,4,4,2,1,8,0,1,3,2,1,-999,0,0,1,0,2,0
130000,1,58,0,130000,0,0,0,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,4,5,5,1,4,3,4,2,4,1,3,155,130,153,3,4,4,1,0,0,1,4,0,0,1,4,4,4,4,4,4,1,0,10,0,0,2,1,1,0,-1,1,1,2,8,1
530000,0,25,0,530000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,3,3,4,1,5,5,1,4,2,3,2,4,2,3,150,84,140,3,1,1,0,0,0,3,3,0,0,1,4,4,3,1,3,3,1,1,6,1,0,2,1,1,1,-1,0,1,0,8,1
